movieId,imdbId,tmdbId
93909,tt01021004,37586
93911,tt0949861,256044
93914,tt01398029,73889
93916,tt0165297,36228
93918,tt043340,37084
93921,tt01980986,85052
93923,tt01395025,85050
93928,tt0462172,39172
93931,tt071445,258227
93933,tt01445520,72551
93939,tt01550312,85033
93946,tt01726589,91070
93948,tt0981224,14686
93950,tt098023,75132
93952,tt01646973,56180
93954,tt01767382,92182
93963,tt0216279,75778
93967,tt0119454,274325
93970,tt093178,42960
93980,tt0383010,76489
93982,tt01486192,70436
93988,tt0417349,147269
93991,tt0199031,
94005,tt01827536,76346
94011,tt01307873,54271
94015,tt01667353,62764
94018,tt01440129,44833
94022,tt01651328,50365
94024,tt01883251,206953
94027,tt047638,45993
94041,tt01831575,206997
94044,tt01641410,73872
94061,tt071790,28715
94068,tt01618447,82327
94070,tt01412386,74534
94074,tt01545103,41120
94076,tt01742178,58287
94080,tt0121817,547901
94083,tt055421,111037
94101,tt01746153,77881
94103,tt01869309,91292
94107,tt01433802,109979
94109,tt01332134,73211
94112,tt01407084,40720
94114,tt01629440,60405
94120,tt01540991,86455
94122,tt01605782,91356
94126,tt01821593,63310
94128,tt075885,86727
94130,tt01682181,84404
94133,tt01094666,74447
94142,tt0111549,18591
94144,tt035726,86416
94146,tt0389052,84660
94148,tt02144017,255772
94150,tt01435513,75802
94153,tt0462232,39509
94155,tt034978,88609
94157,tt048363,84820
94160,tt01401113,31967
94184,tt01535566,45347
94186,tt060150,121942
94188,tt0960749,53191
94190,tt01708453,54081
94192,tt01018820,37434
94202,tt075654,86975
94204,tt044355,48646
94218,tt02071601,138719
94220,tt01404702,56325
94222,tt0331999,319656
94262,tt052587,37467
94264,tt042229,37329
94266,tt01195478,72207
94268,tt0358284,194498
94271,tt0122111,19757
94278,tt02051941,85621
94280,tt01059969,61410
94283,tt0781599,111304
94289,tt034478,74402
94291,tt095415,68752
94299,tt0874271,28891
94301,tt0913413,25154
94304,tt0118800,73336
94306,tt037151,23281
94308,tt050983,328918
94310,tt01051231,31223
94312,tt01772371,83330
94314,tt01712578,70386
94323,tt01621045,67660
94325,tt01327194,77877
94327,tt01303829,48008
94337,tt049211,145878
94339,tt049271,304375
94341,tt01561406,84569
94350,tt037946,242621
94352,tt01094241,17347
94365,tt043397,43373
94394,tt078683,284694
94401,tt01787725,79042
94403,tt01507564,73563
94405,tt01656190,72387
94407,tt085635,106373
94410,tt01449175,28238
94412,tt01922645,89287
94417,tt0196499,105583
94419,tt0260731,253808
94421,tt0372289,
94423,tt0221298,
94425,tt022021,106605
94427,tt0329429,170359
94429,tt01722476,91352
94431,tt0192,159900
94433,tt021933,162284
94435,tt0339482,61361
94439,tt01640484,57119
94442,tt059758,148371
94444,tt01104836,15135
94469,tt0803061,66125
94471,tt01735839,88478
94473,tt085599,131476
94475,tt0414713,25799
94478,tt01077368,62213
94480,tt01104123,13486
94482,tt02090463,84177
94486,tt0986323,58390
94491,tt01254978,140781
94494,tt01641385,89326
94496,tt01465533,92000
94503,tt01657299,40161
94531,tt0119264,135686
94537,tt01559040,77957
94539,tt01723120,63946
94542,tt01787127,82624
94545,tt01417582,59835
94556,tt01709654,92493
94558,tt01534085,50037
94573,tt01262986,47479
94647,tt0488612,23683
94649,tt01921043,79934
94653,tt01686018,73963
94655,tt01354003,73881
94657,tt0241000,159907
94659,tt0286285,200157
94661,tt01434447,26815
94663,tt02317337,103243
94666,tt066605,84496
94668,tt01225831,111188
94670,tt077860,258253
94672,tt01663193,51823
94675,tt01648216,61979
94677,tt01645170,76493
94679,tt02063834,80169
94681,tt01235414,73517
94725,tt065484,73600
94727,tt090766,37497
94729,tt01448751,
94733,tt01674775,93084
94735,tt0490048,28500
94737,tt0334960,231763
94739,tt01990352,86850
94746,tt0808339,14400
94748,tt01034324,48620
94750,tt042767,76011
94752,tt01295085,22683
94760,tt041232,132122
94762,tt035737,110573
94765,tt095764,362151
94767,tt076652,288165
94769,tt0157154,97038
94772,tt073029,167408
94777,tt01409024,41154
94780,tt01735898,58595
94782,tt0125730,199196
94784,tt074813,140036
94786,tt0493044,122341
94788,tt033365,109016
94790,tt020581,118131
94799,tt01748207,86812
94801,tt045190,31559
94803,tt01268809,27646
94806,tt01070858,39401
94808,tt01417299,25121
94810,tt01298554,77561
94813,tt01991245,93856
94815,tt01663321,78206
94817,tt0409936,80742
94819,tt066593,161460
94831,tt074781,63773
94833,tt01430626,72197
94835,tt02027265,85546
94837,tt0423455,111839
94839,tt01235842,26864
94841,tt01205558,94363
94864,tt01446714,70981
94867,tt02040560,111440
94891,tt01382323,44997
94893,tt01462054,35691
94896,tt01704573,92591
94900,tt01985981,79990
94902,tt052283,101288
94904,tt0248661,77084
94917,tt044533,36334
94919,tt01196340,12645
94924,tt0310044,169747
94928,tt01753995,169022
94931,tt01592281,86555
94933,tt01298540,50077
94939,tt01278449,48392
94941,tt011979,155953
94945,tt055927,106020
94949,tt01971339,165931
94951,tt0177707,104396
94953,tt01655460,50647
94955,tt042544,85293
94957,tt024238,43598
94959,tt01748122,83666
94965,tt01316616,45054
94967,tt01389127,72477
94969,tt01821480,82825
94972,tt01076780,168332
94974,tt02224455,103269
94978,tt01650453,79382
94980,tt072204,61296
94982,tt054116,80151
94985,tt01567609,80389
94987,tt0425153,109554
94989,tt01296869,26583
94998,tt01486193,50601
95000,tt01646111,45244
95002,tt01189374,49830
95004,tt0934706,13640
95007,tt014872,44473
95010,tt01270702,37000
95012,tt01772407,54484
95014,tt01699491,60592
95016,tt058277,109379
95018,tt069210,169652
95021,tt0219964,110650
95023,tt0145007,
95026,tt01356763,64836
95028,tt043292,25564
95032,tt01604231,61125
95034,tt01640711,85435
95036,tt01572502,79995
95052,tt0191915,12255
95054,tt072852,83723
95058,tt01480656,49014
95064,tt01788383,68472
95067,tt0763831,72358
95069,tt01222815,72334
95085,tt0119579,201703
95088,tt01862079,84332
95105,tt01277953,80321
95107,tt01308748,71326
95109,tt046728,109018
95111,tt042669,64456
95113,tt045719,65421
95115,tt047114,43337
95133,tt01629705,68818
95135,tt01742336,84355
95137,tt097561,20847
95139,tt091506,48210
95145,tt0142251,39144
95147,tt0142249,39145
95149,tt01398941,22855
95151,tt01711366,55215
95153,tt0107228,56191
95157,tt01629377,48393
95159,tt057842,66956
95161,tt0379461,46469
95163,tt0142248,116776
95165,tt0142240,39100
95167,tt01217209,62177
95170,tt0118692,13313
95175,tt01292594,63193
95177,tt0354364,379689
95179,tt0825728,52462
95182,tt0142233,39101
95185,tt0901206,
95193,tt0143808,13761
95197,tt01440732,86467
95199,tt01586265,76494
95201,tt01859650,81836
95205,tt064247,212622
95207,tt01611224,72331
95214,tt055118,3556
95216,tt065215,42621
95218,tt02008513,89874
95223,tt01514041,44877
95230,tt0159542,
95232,tt0208725,195056
95234,tt027221,81115
95237,tt01701990,68684
95285,tt0827729,27550
95288,tt028737,92352
95290,tt027845,173891
95294,tt0770796,18150
95296,tt01566501,96399
95298,tt01274293,40171
95300,tt01074213,34494
95302,tt0262052,86157
95305,tt0106714,154115
95307,tt01336608,80585
95309,tt01307068,88005
95311,tt01245104,13042
95313,tt0455565,13932
95350,tt074634,29860
95352,tt099875,48747
95375,tt0395479,13062
95377,tt0479113,13933
95425,tt01024964,44095
95427,tt081515,28380
95441,tt01637725,72105
95443,tt01769363,100046
95446,tt096273,13927
95449,tt01915581,77930
95461,tt01413496,67619
95473,tt0142237,39103
95475,tt01125254,24752
95477,tt051422,52639
95480,tt01349452,151168
95482,tt0285021,171108
95484,tt089851,26974
95486,tt088291,24729
95488,tt0337692,83770
95491,tt01247683,50590
95494,tt01829041,105795
95497,tt0142241,39104
95499,tt0142242,34433
95504,tt01205541,78999
95506,tt01680133,76333
95508,tt01598873,95516
95510,tt0948470,1930
95517,tt086667,378452
95519,tt0142238,39105
95521,tt069172,148811
95524,tt0930083,21506
95529,tt01731998,86985
95531,tt0330536,38728
95533,tt074515,42226
95539,tt01261978,23823
95541,tt05,16624
95543,tt01667889,57800
95558,tt02125435,84175
95560,tt080593,46223
95563,tt019843,173580
95565,tt061553,61111
95567,tt01716777,98548
95570,tt0160440,86664
95572,tt01446089,71722
95574,tt061675,264393
95576,tt072958,131653
95578,tt01732676,200281
95581,tt019886,99934
95583,tt01615065,82525
95588,tt0281634,25913
95591,tt02082410,104997
95595,tt01830495,155288
95597,tt01301706,16059
95600,tt0869019,52311
95602,tt02082262,86980
95604,tt0996994,208988
95606,tt0118489,57346
95611,tt01450328,66025
95613,tt01854364,105567
95615,tt078813,11680
95617,tt0303017,5965
95624,tt01313113,31218
95628,tt093832,13926
95633,tt01078933,40770
95643,tt060681,100556
95650,tt01756818,75810
95652,tt032457,59706
95654,tt0131409,13929
95658,tt01679248,96534
95668,tt0345852,60003
95670,tt02215285,103370
95672,tt071229,32050
95688,tt0203536,62289
95690,tt01568341,80468
95695,tt01686039,51794
95697,tt01431122,53804
95705,tt01135983,31680
95717,tt01820723,83191
95720,tt01298649,80035
95732,tt01500906,65997
95735,tt068509,57215
95738,tt0283851,193976
95740,tt0283856,276165
95742,tt01703125,93676
95744,tt01602472,84165
95746,tt079773,45945
95748,tt01694508,50053
95750,tt0163914,279159
95752,tt0111399,183386
95754,tt01440741,44125
95756,tt0284714,43580
95758,tt01043753,61015
95761,tt01726669,73567
95765,tt0214311,
95767,tt025329,172214
95769,tt0791307,82877
95771,tt0285036,44251
95773,tt01690483,50388
95776,tt01091172,19575
95780,tt0142234,39106
95782,tt0142236,39107
95784,tt039495,55184
95794,tt0209110,148807
95796,tt01137996,14863
95804,tt01795702,86593
95814,tt01381413,72843
95816,tt0455323,78571
95830,tt030082,43852
95832,tt028827,43858
95835,tt01368858,101325
95837,tt0172238,102431
95839,tt0216621,16716
95843,tt058154,52906
95854,tt01151923,61539
95856,tt097674,13928
95858,tt0248808,13930
95873,tt01839492,103332
95875,tt01386703,64635
95890,tt01437849,25048
95896,tt01767272,73943
95898,tt01772373,55680
95901,tt0323339,
95926,tt01595833,75229
95932,tt0109770,22059
95935,tt0310733,65035
95937,tt0418778,32171
95939,tt01924394,103747
95941,tt01482991,75446
95945,tt01360767,28465
95949,tt01630637,56909
95961,tt0248194,37545
95963,tt0142243,39108
95965,tt0142245,39323
95967,tt01684558,73335
95969,tt0120428,34125
95971,tt0456123,8736
95973,tt0321715,16130
95975,tt01189349,109459
95977,tt0332166,
95979,tt0401703,320917
95982,tt01261862,35402
95984,tt01767319,80410
96002,tt01223934,51365
96004,tt0142247,39324
96007,tt0142232,18095
96009,tt0139738,94570
96018,tt01227548,
96020,tt01235841,76696
96022,tt038478,68143
96024,tt01919090,102630
96026,tt01881024,122924
96028,tt0400347,18443
96030,tt0349113,155341
96034,tt01318025,38256
96052,tt027126,58159
96054,tt0889665,49084
96056,tt0279919,81436
96058,tt02043931,105978
96060,tt0124307,94548
96062,tt0497298,233984
96064,tt01735862,100683
96066,tt01436559,59296
96069,tt0969647,13676
96071,tt01612246,85593
96075,tt0442632,53803
96079,tt01074638,37724
96082,tt094097,131997
96084,tt057286,58383
96086,tt057162,77287
96096,tt0338828,20106
96098,tt01132594,21145
96105,tt0116341,63988
96110,tt01790886,77953
96112,tt01941668,116019
96114,tt01990181,85414
96121,tt01535438,82696
96131,tt01156395,24410
96144,tt049900,70872
96146,tt0176943,38202
96148,tt0304584,36996
96150,tt02125666,84327
96160,tt01704161,118984
96170,tt0432267,20499
96176,tt036418,100910
96179,tt01559025,45792
96181,tt0824330,8266
96193,tt043380,314070
96195,tt01380201,51190
96197,tt01535491,50090
96200,tt0780645,77068
96210,tt01817753,
96212,tt0819791,46888
96214,tt01438534,49958
96216,tt039340,32327
96218,tt063173,50696
96221,tt0244199,133523
96223,tt051955,43121
96225,tt059668,133373
96227,tt01248984,71719
96239,tt01727252,79771
96242,tt090265,486599
96244,tt068000,34800
96246,tt070017,21537
96250,tt01726661,68649
96252,tt01954299,84383
96255,tt083783,126420
96257,tt065834,104241
96259,tt01815799,93188
96264,tt02164862,120271
96266,tt01623745,75595
96273,tt0360839,95506
96275,tt0107199,78263
96277,tt0124836,38034
96279,tt081794,54864
96281,tt01623288,77174
96283,tt02023453,82650
96286,tt01437833,40572
96288,tt0256106,208579
96290,tt037154,97088
96292,tt036036,265579
96294,tt0312450,36859
96296,tt02066040,75680
96298,tt0454155,
96300,tt01542928,458428
96302,tt02025526,79224
96304,tt01728196,85836
96306,tt01577052,84203
96314,tt01405365,84184
96316,tt0417416,293094
96337,tt01660302,121210
96347,tt02039333,118013
96367,tt02097307,109513
96370,tt0828393,14196
96373,tt01441940,109584
96383,tt01175713,73846
96401,tt071690,93934
96405,tt0291082,14128
96407,tt01690455,83384
96409,tt094752,84289
96411,tt02076781,76360
96413,tt064068,1556
96415,tt02297164,118624
96417,tt01547234,49526
96419,tt053106,83539
96421,tt019109,101482
96423,tt099524,30785
96428,tt080397,42152
96430,tt01462769,71864
96432,tt01212450,82633
96435,tt01134828,57330
96448,tt01714203,71668
96451,tt059063,71725
96456,tt01603257,89691
96460,tt083316,31074
96467,tt02077851,84340
96469,tt01368982,26556
96471,tt0106104,202043
96473,tt0114180,216035
96479,tt063363,137625
96481,tt0284329,90061
96486,tt0811026,263946
96488,tt02125608,84334
96490,tt0431021,77883
96496,tt01975249,127521
96498,tt01907779,119698
96501,tt01440232,48034
96504,tt02067003,110491
96510,tt01433822,79694
96512,tt01819513,83540
96514,tt01715827,108762
96516,tt01039992,376394
96518,tt0365651,263947
96520,tt0114182,215999
96522,tt0494901,134012
96524,tt01394174,191402
96530,tt01619277,83403
96532,tt01851900,239368
96535,tt0986230,39369
96537,tt0473333,12677
96539,tt0465160,79034
96543,tt068661,27349
96545,tt031650,40629
96547,tt0191053,67429
96563,tt02028530,83660
96565,tt01920849,84174
96567,tt01840417,83686
96569,tt01729226,84344
96571,tt057517,53336
96574,tt01043869,35623
96576,tt059459,86785
96578,tt064674,27146
96585,tt0467867,189472
96588,tt01981677,114150
96590,tt01366365,77948
96592,tt02063666,84281
96594,tt049537,46493
96596,tt01368440,112090
96598,tt080132,85341
96601,tt0424176,37661
96603,tt0483179,130458
96606,tt0770802,89708
96608,tt0114308,67166
96610,tt01276104,59967
96612,tt01971352,84188
96614,tt02395459,122080
96616,tt01232200,87428
96621,tt0940657,26505
96629,tt087127,15895
96631,tt092860,28218
96634,tt01757742,97795
96638,tt01885281,70808
96640,tt01572154,81215
96642,tt043532,94108
96644,tt059936,71827
96651,tt071600,149145
96653,tt066517,126278
96655,tt01990314,84329
96662,tt01774438,122492
96664,tt01772424,77461
96667,tt01845773,84169
96669,tt01082599,24421
96671,tt01764366,82510
96679,tt0368520,
96681,tt069684,117408
96683,tt01737747,61854
96687,tt01393742,96973
96689,tt0477065,16640
96691,tt01855325,71679
96693,tt02083383,87825
96697,tt043118,88075
96700,tt01680045,89455
96702,tt0460747,148857
96704,tt0391067,503936
96706,tt08634,157903
96710,tt023986,43599
96717,tt029394,70090
96722,tt01569505,74103
96724,tt02112868,84347
96726,tt01710417,100529
96728,tt01560747,68722
96730,tt081180,85339
96732,tt0141762,
96734,tt095408,191600
96737,tt01343727,49049
96739,tt025964,179251
96748,tt01877543,137145
96751,tt01764183,60599
96753,tt01758575,98369
96755,tt0847745,20069
96757,tt01267498,42399
96759,tt032916,129535
96762,tt02125490,84190
96764,tt02072268,78464
96769,tt02155247,
96771,tt02137916,97933
96773,tt059581,106124
96775,tt0176016,53909
96789,tt079264,64454
96792,tt048260,4822
96794,tt01792799,55723
96796,tt073149,67441
96799,tt0276428,48654
96801,tt0963965,19823
96803,tt0114132,112973
96805,tt0209174,38091
96807,tt02005164,122930
96809,tt01753521,128280
96811,tt01855199,77016
96813,tt029000,52432
96815,tt02105044,84348
96817,tt01653827,47059
96819,tt0404029,47462
96821,tt01659337,84892
96823,tt057293,112007
96829,tt02106476,103663
96832,tt02076220,103328
96834,tt02343601,111174
96836,tt02009643,115712
96840,tt01190072,52767
96842,tt01510907,91911
96845,tt01753722,102784
96849,tt01876451,88036
96851,tt0488928,68663
96853,tt01512240,51996
96857,tt01748179,75638
96859,tt02150521,81830
96861,tt01397280,82675
96863,tt01496422,82390
96865,tt0300444,101803
96868,tt02124908,83589
96870,tt025681,38719
96872,tt030642,76703
96894,tt01002573,97310
96897,tt01339302,17165
96901,tt0385073,223195
96903,tt02062555,270372
96905,tt0412608,148408
96907,tt01039790,255948
96909,tt01864557,128203
96911,tt01276419,88273
96917,tt01582507,82505
96919,tt02098627,128564
96921,tt079642,5422
96923,tt02043757,86703
96925,tt043619,83670
96927,tt01695409,127700
96933,tt077421,42203
96935,tt0319901,45397
96937,tt02193698,262765
96939,tt02109106,
96941,tt02247692,126509
96943,tt01987018,77462
96945,tt01638328,85735
96947,tt01695831,91913
96950,tt01582244,83801
96952,tt01462014,79172
96954,tt020838,104557
96960,tt047590,64071
96962,tt016022,168217
96964,tt01658837,86597
96966,tt01650048,110160
96969,tt01839654,101731
96971,tt01531930,74830
96973,tt025617,82096
96975,tt01592873,80271
96983,tt034093,64897
96985,tt063371,105348
96991,tt01673697,110146
96993,tt069368,142585
97002,tt02062996,84342
97005,tt0790723,15936
97008,tt060770,104306
97010,tt0449599,75318
97024,tt02053425,97365
97026,tt018530,131360
97029,tt063195,124597
97031,tt063206,42628
97035,tt0203635,124423
97037,tt037035,81678
97039,tt036135,41996
97042,tt02308773,103640
97046,tt0829424,10089
97051,tt02107648,123359
97055,tt01988781,84577
97057,tt01613750,70667
97059,tt02215719,101267
97061,tt019725,130717
97065,tt062453,57230
97068,tt024962,43687
97070,tt076639,134738
97073,tt0360946,71720
97092,tt0274530,135312
97094,tt0412852,170263
97096,tt0264804,197726
97115,tt0436845,100085
97117,tt0253078,370044
97119,tt01433819,76960
97124,tt02034123,273029
97128,tt067699,53898
97132,tt01701976,77269
97134,tt0259731,112678
97137,tt061514,170517
97139,tt050201,110336
97146,tt0492060,91250
97148,tt0246601,131671
97151,tt0352468,262243
97153,tt0436445,537
97161,tt01918727,84180
97163,tt01711487,47405
97165,tt02190421,135547
97168,tt01183919,90125
97172,tt01142977,62214
97175,tt01282052,15004
97177,tt01831611,61372
97184,tt0103601,151232
97186,tt02142889,161456
97188,tt01922777,82507
97190,tt0285089,288121
97192,tt0157938,197733
97194,tt0376921,92171
97196,tt0281190,13830
97200,tt053242,64291
97216,tt01396221,38753
97220,tt01440379,102639
97225,tt0837562,76492
97227,tt0968760,207459
97230,tt02014338,110354
97232,tt01231586,69778
97234,tt0293282,196738
97236,tt0429086,283101
97238,tt0199741,288421
97240,tt0259747,292547
97242,tt060278,16387
97244,tt01995304,97683
97246,tt026197,33390
97250,tt024968,33391
97252,tt099310,39062
97254,tt059709,109600
97256,tt0102958,49971
97280,tt01192431,40709
97283,tt054768,48202
97285,tt054325,71723
97296,tt052169,34078
97300,tt0266010,30953
97302,tt01029440,35253
97304,tt01024648,68734
97306,tt01931533,86838
97308,tt01907731,84317
97311,tt01349451,79697
97319,tt015213,172538
97324,tt01985017,134371
97326,tt01760967,109843
97328,tt01872818,84306
97330,tt085183,40075
97332,tt0120299,80059
97334,tt054197,39779
97336,tt0443284,340543
97382,tt01250861,86726
97384,tt02151543,116463
97386,tt0457302,38280
97388,tt01753813,99579
97390,tt01704614,72391
97393,tt02125653,84284
97395,tt02130321,84351
97397,tt01262863,18112
97401,tt01867101,105210
97423,tt01906426,78604
97455,tt01558972,57722
97457,tt056403,131837
97460,tt031387,89723
97462,tt0844993,57089
97464,tt060082,95503
97466,tt02327631,
97468,tt01232775,49250
97470,tt01886493,75736
97494,tt081417,202973
97526,tt043075,27543
97533,tt01899324,122928
97536,tt063169,108512
97538,tt046447,149190
97540,tt035521,45000
97542,tt0407888,50950
97544,tt0129897,288105
97546,tt0148110,288413
97548,tt073044,
97550,tt0323495,98303
97552,tt01029340,55327
97593,tt01120945,32904
97595,tt01490637,82642
97597,tt01517214,50845
97600,tt057238,95508
97615,tt01130087,91122
97639,tt02124803,84286
97643,tt01649444,80280
97646,tt032490,110525
97648,tt01954470,117691
97650,tt01588886,122804
97660,tt01235142,27480
97662,tt01817676,82618
97665,tt01597522,99770
97667,tt043744,72479
97670,tt043828,106016
97673,tt02147134,116167
97680,tt0455581,292975
97685,tt035648,43172
97688,tt0110785,60985
97690,tt0463385,49846
97692,tt02177843,97690
97694,tt02050633,135368
97697,tt01059836,82485
97699,tt0996930,9736
97701,tt02109184,82990
97703,tt02209386,135161
97705,tt088395,59897
97707,tt01699233,99650
97709,tt01981080,121823
97711,tt047832,66893
97713,tt062411,42712
97715,tt0835418,98066
97722,tt01840388,86759
97724,tt0458227,71261
97726,tt076770,6078
97730,tt0109784,75244
97732,tt0288263,48770
97740,tt01772271,94104
97742,tt01712170,94348
97744,tt02048877,84172
97752,tt01371111,83542
97755,tt0107455,171961
97757,tt0424755,72867
97759,tt0486560,288122
97761,tt0357182,17216
97763,tt01929387,108901
97765,tt01580346,105942
97768,tt01699185,85741
97773,tt02132485,133557
97775,tt02113090,91030
97779,tt02104994,89638
97781,tt0469966,17375
97785,tt0938330,61012
97787,tt0108518,288193
97789,tt0929753,288037
97792,tt082467,27420
97794,tt01018817,26233
97797,tt041473,24863
97799,tt0981042,43937
97801,tt02036408,149763
97806,tt02072241,86983
97808,tt01239290,41530
97815,tt0978569,61997
97817,tt089852,164753
97819,tt047679,37635
97821,tt09976,174946
97823,tt01723118,72245
97826,tt01638353,128158
97828,tt099729,43761
97832,tt01629757,82684
97834,tt01486616,117266
97836,tt01648179,87826
97845,tt01507408,262988
97847,tt0129358,181628
97849,tt083283,288298
97853,tt0110668,51911
97855,tt0174741,127756
97858,tt01655416,126797
97860,tt01764234,64689
97866,tt01966604,84287
97868,tt01606829,84318
97870,tt01866249,113947
97872,tt0314325,288117
97874,tt0996957,288295
97876,tt0345616,288284
97878,tt034092,56558
97880,tt056930,88912
97882,tt01297298,39814
97884,tt063655,65049
97886,tt01376233,80048
97888,tt02366710,
97895,tt02092011,128248
97897,tt0113037,128639
97899,tt0173443,71730
97904,tt02063781,84341
97906,tt01254696,24385
97908,tt0796302,13078
97910,tt01233599,172474
97913,tt01772341,82690
97915,tt084268,47878
97917,tt0171227,27058
97919,tt0113002,82663
97921,tt01045658,82693
97923,tt01907668,87502
97933,tt02125423,84170
97936,tt01781769,96724
97938,tt0454876,87827
97940,tt031891,74545
97946,tt01756799,84226
97948,tt0970965,132185
97950,tt01258972,97430
97952,tt02023367,85544
97955,tt0440410,288438
97957,tt01984153,84194
97959,tt02073016,125623
97966,tt01438173,118957
97968,tt0829176,46429
97971,tt01122775,45961
97973,tt0119710,119639
97984,tt067541,26405
97986,tt01870529,82631
97988,tt01713476,123105
97994,tt01783798,102640
97998,tt01556243,133458
98000,tt02172071,138122
98002,tt01760980,84308
98004,tt0448120,35683
98007,tt0137951,286267
98013,tt01433207,135647
98015,tt0850677,105531
98017,tt01226240,121879
98019,tt0970472,13391
98022,tt01683921,79070
98027,tt024819,110540
98030,tt0281617,24617
98032,tt0228054,63957
98034,tt0276011,34004
98036,tt01802197,77878
98041,tt0318641,32694
98043,tt053317,88564
98045,tt01035729,14720
98052,tt0499487,19139
98054,tt01656186,127493
98056,tt01602620,86837
98059,tt01529331,109516
98061,tt01900893,98631
98063,tt087738,547680
98065,tt01800266,95808
98067,tt01473063,62580
98069,tt066031,20528
98072,tt0415080,38030
98076,tt0366598,73646
98078,tt075922,40343
98080,tt01039646,42939
98083,tt01753968,65851
98085,tt01231287,19794
98087,tt01362058,114606
98107,tt02124074,84166
98109,tt01641975,52001
98111,tt02071441,121602
98114,tt083661,58790
98116,tt01781896,78049
98120,tt0156182,12594
98122,tt01942884,80215
98124,tt02313197,123025
98126,tt01951166,121793
98131,tt01471171,43652
98140,tt01291549,56928
98142,tt01844811,82911
98144,tt0302427,149586
98151,tt01728130,45585
98154,tt0443272,72976
98160,tt01493157,135708
98162,tt024851,137429
98167,tt01285240,53354
98169,tt01723047,68280
98171,tt016669,110253
98173,tt094826,132961
98175,tt01545106,73935
98183,tt054731,37343
98187,tt02145540,126056
98189,tt01407065,91549
98191,tt01930371,144271
98193,tt02120152,84288
98198,tt02283748,135718
98200,tt066415,51956
98203,tt01673434,50620
98211,tt01884414,105586
98213,tt015684,120676
98217,tt01807892,82099
98219,tt0462667,16276
98221,tt0179641,63172
98224,tt085739,
98228,tt0383046,59517
98230,tt01715873,58547
98237,tt01845849,84323
98239,tt01234719,60747
98241,tt02084098,85878
98243,tt01446192,81188
98246,tt045130,45314
98248,tt054734,59434
98251,tt0855852,25746
98253,tt064353,49363
98261,tt073418,108282
98271,tt02104852,156180
98273,tt0395514,13678
98275,tt0162555,62012
98277,tt0442207,13728
98279,tt02006040,101519
98284,tt028872,22969
98286,tt025129,50675
98288,tt053341,32070
98290,tt01986953,114958
98294,tt01645164,338853
98296,tt01667310,97614
98298,tt01286809,16277
98304,tt023491,98536
98306,tt029571,245984
98311,tt045837,190407
98313,tt045854,198557
98323,tt039054,83098
98325,tt056387,185147
98328,tt01818443,129609
98335,tt0926317,288111
98337,tt01422598,288146
98339,tt0452332,217724
98341,tt0128137,30998
98344,tt044855,43363
98346,tt043514,51389
98348,tt043120,249264
98353,tt02094920,84326
98358,tt01095423,16016
98361,tt01531901,102780
98363,tt01093355,112136
98367,tt01650058,91930
98369,tt02262308,119431
98373,tt01800741,85446
98376,tt043150,89702
98378,tt01598496,62069
98381,tt01716747,70584
98383,tt0385330,135313
98385,tt0297994,288293
98387,tt0804504,285594
98389,tt051881,94480
98391,tt0478216,24409
98394,tt039288,62720
98398,tt016829,
98400,tt01959409,75204
98402,tt01337366,48161
98404,tt02406990,328712
98406,tt0239879,114490
98409,tt0495813,288292
98411,tt0275413,288296
98413,tt0489093,238397
98415,tt0353849,82781
98437,tt023786,144784
98439,tt01562849,82685
98441,tt030657,38716
98443,tt0306355,130002
98445,tt01340425,53778
98447,tt01870425,104859
98449,tt01740053,80440
98452,tt041549,185934
98456,tt041093,229610
98458,tt024854,31621
98460,tt081613,119916
98464,tt075439,18666
98467,tt074747,46111
98469,tt075201,40829
98471,tt076661,46114
98473,tt059050,4311
98475,tt059499,33360
98477,tt079002,10792
98481,tt01693843,70863
98483,tt01452297,82708
98485,tt02209300,143800
98491,tt02388725,140420
98493,tt076227,18758
98497,tt077541,18735
98499,tt079315,19274
98501,tt079484,46124
98503,tt080623,18867
98507,tt0792984,220106
98509,tt01314240,26152
98511,tt0455142,13679
98513,tt092011,51594
98518,tt0410626,26168
98520,tt082106,67079
98523,tt0106302,28790
98526,tt066674,232005
98528,tt01326839,21317
98532,tt01928330,94380
98552,tt01242447,49522
98554,tt02281069,125504
98556,tt01492820,40900
98558,tt079509,38425
98560,tt085864,18741
98563,tt01839591,91333
98566,tt01144579,57529
98570,tt01649780,98545
98572,tt0272052,152795
98581,tt0101869,294261
98583,tt02062645,139325
98585,tt0975645,112336
98587,tt02177511,96821
98589,tt0104516,45006
98591,tt070356,93289
98593,tt0347718,104718
98595,tt075939,80220
98601,tt094644,128637
98604,tt01798188,83389
98607,tt01483797,71883
98609,tt039472,259292
98611,tt030302,43157
98613,tt033780,97598
98615,tt0101522,55615
98617,tt0264813,197752
98619,tt02069830,288168
98621,tt01679681,61591
98623,tt086605,25539
98626,tt0482461,44594
98629,tt01714205,135225
98631,tt01922561,85525
98633,tt089177,10044
98636,tt090342,18707
98643,tt037848,125409
98693,tt0246278,64362
98695,tt0163494,81850
98697,tt066798,34280
98699,tt0226418,146405
98751,tt015589,397339
98755,tt01772230,76349
98757,tt01478291,45682
98759,tt079891,10275
98761,tt086301,37030
98766,tt01737122,80387
98768,tt0418879,36960
98783,tt091607,37032
98786,tt01876446,81179
98788,tt031972,147829
98795,tt0221300,142051
